legendary,baby,mythical,name,name_ja,num,gen,primary_type,secondary_type
false,false,false,Wiglett,ウミディグダ,960,9,water,undefined
false,false,false,Wugtrio,ウミトリオ,961,9,water,undefined
false,false,false,Bombirdier,オトシドリ,962,9,flying,dark
false,false,false,Finizen,ナミイルカ,963,9,water,undefined
false,false,false,Palafin,イルカマン,964,9,water,undefined
false,false,false,Varoom,ブロロン,965,9,steel,poison
false,false,false,Revavroom,ブロロローム,966,9,steel,poison
false,false,false,Cyclizar,モトトカゲ,967,9,dragon,normal
false,false,false,Orthworm,ミミズズ,968,9,steel,undefined
false,false,false,Glimmet,キラーメ,969,9,rock,poison
false,false,false,Glimmora,キラフロル,970,9,rock,poison
false,false,false,Greavard,ボチ,971,9,ghost,undefined
false,false,false,Houndstone,ハカドッグ,972,9,ghost,undefined
false,false,false,Flamigo,カラミンゴ,973,9,flying,fighting
false,false,false,Cetoddle,アルクジラ,974,9,ice,undefined
false,false,false,Cetitan,ハルクジラ,975,9,ice,undefined
false,false,false,Veluza,ミガルーサ,976,9,water,psychic
false,false,false,Dondozo,ヘイラッシャ,977,9,water,undefined
false,false,false,Tatsugiri,シャリタツ,978,9,dragon,water
false,false,false,Annihilape,コノヨザル,979,9,fighting,ghost
false,false,false,Clodsire,ドオー,980,9,poison,ground
false,false,false,Farigiraf,リキキリン,981,9,normal,psychic
false,false,false,Dudunsparce,ノココッチ,982,9,normal,undefined
false,false,false,Kingambit,ドドゲザン,983,9,dark,steel
false,false,false,Great Tusk,イダイナキバ,984,9,ground,fighting
false,false,false,Scream Tail,サケブシッポ,985,9,fairy,psychic
false,false,false,Brute Bonnet,アラブルタケ,986,9,grass,dark
false,false,false,Flutter Mane,ハバタクカミ,987,9,ghost,fairy
false,false,false,Slither Wing,チヲハウハネ,988,9,bug,fighting
false,false,false,Sandy Shocks,スナノケガワ,989,9,electric,ground
false,false,false,Iron Treads,テツノワダチ,990,9,ground,steel
false,false,false,Iron Bundle,テツノツツミ,991,9,ice,water
false,false,false,Iron Hands,テツノカイナ,992,9,fighting,electric
false,false,false,Iron Jugulis,テツノコウベ,993,9,dark,flying
false,false,false,Iron Moth,テツノドクガ,994,9,fire,poison
false,false,false,Iron Thorns,テツノイバラ,995,9,rock,electric
false,false,false,Frigibax,セビエ,996,9,dragon,ice
false,false,false,Arctibax,セゴール,997,9,dragon,ice
false,false,false,Baxcalibur,セグレイブ,998,9,dragon,ice
false,false,false,Gimmighoul,コレクレー,999,9,ghost,undefined
false,false,false,Gholdengo,サーフゴー,1000,9,steel,ghost
true,false,false,Wo-Chien,チオンジェン,1001,9,dark,grass
true,false,false,Chien-Pao,パオジアン,1002,9,dark,ice
true,false,false,Ting-Lu,ディンルー,1003,9,dark,ground
true,false,false,Chi-Yu,イーユイ,1004,9,dark,fire
false,false,false,Roaring Moon,トドロクツキ,1005,9,dragon,dark
false,false,false,Iron Valiant,テツノブジン,1006,9,fairy,fighting
true,false,false,Koraidon,コライドン,1007,9,fighting,dragon
true,false,false,Miraidon,ミライドン,1008,9,electric,dragon
false,false,false,Walking Wake,ウネルミナモ,1009,9,water,dragon
false,false,false,Iron Leaves,テツノイサハ,1010,9,grass,psychic
false,false,false,Dipplin,カミッチュ,1011,9,grass,dragon
false,false,false,Poltchageist,チャデス,1012,9,grass,ghost
false,false,false,Sinistcha,ヤバソチャ,1013,9,grass,ghost
true,false,false,Okidogi,イイネイヌ,1014,9,poison,fighting
true,false,false,Munkidori,マシマシラ,1015,9,poison,psychic
true,false,false,Fezandipiti,キチキギス,1016,9,poison,fairy
true,false,false,Ogerpon,オーガポン,1017,9,grass,undefined
false,false,false,Archaludon,ブリジュラス,1018,9,steel,dragon
false,false,false,Hydrapple,カミツオロチ,1019,9,grass,dragon
false,false,false,Gouging Fire,ウガツホムラ,1020,9,fire,dragon
false,false,false,Raging Bolt,タケルライコ,1021,9,electric,dragon
false,false,false,Iron Boulder,テツノイワオ,1022,9,rock,psychic
false,false,false,Iron Crown,テツノカシラ,1023,9,steel,psychic
true,false,false,Terapagos,テラパゴス,1024,9,normal,undefined
false,false,true,Pecharunt,モモワロウ,1025,9,poison,ghost
